code,Nom,Handelsbenaming,Rue,Numero,Code postal,Localité,Pays,Téléphone,Verkort-nr,Fax-nr,Gsm,BTW-nr,Mail leveringsbon,Mail factuur,Familienaam contactpersoon,Voornaam Contactpersoon,Telefoonnr,E-mail,Functie,Afzetkanaal,Klantengroep,Datum laatste bestelling,Facturatieperiode,Max. toegestaan krediet,Datum aanmaak klant,Transporteur,Alfacode,Picking groep,Vertegenwoordiger,Naam
2247.0,GHLIN DELICATESSEN VANHAUWAERT,,ROUTE DE WALLONIE (G),4 W,7011.0,GHLIN,BEL,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,01 GHLIN,2025-12-29,GHLIN Stock,0.0,2023-02-22,MONS,,,1.0,HTT
2248.0,ZEEBRUGGE DELICATESSEN VANHAUWAERT,,IERSE ZEESTRAAT,109/112,8380.0,ZEEBRUGGE,BEL,,,,,,,,,,,,,,00 DELI VHA,2026-01-08,GHLIN Stock,0.0,2023-02-22,MONS,,,1.0,HTT
2249.0,CAPPETTI FREDDY,RATATTOUILLE,RUE OLIVIER LHOIR,9,7333.0,TERTRE,BEL,,,,0473/97.18.98,BE0644.757.317,NEE,NEE,boekhouding,,,cappettifreddy@gmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,500.0,2023-02-23,MONS,,,1.0,HTT
2257.0,CLEH SPRL,,RUE DE NIMY,132,7000.0,MONS,BEL,,,,0472/24.89.62,BE0701.627.328,NEE,JA,boekhouding,,,jessica.claes@outlook.fr,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,,,,,,,,,,
,,,,,,,,,,,,,NEE,JA,boekhouding,,,hacourt.mickael@excelsior-mons.be,,,09 HORECA,2026-01-05,Klanten HTT,2000.0,2023-03-01,MONS,,,1.0,HTT
2258.0,GUCHET THUNUS SPRL,AU GRE DU VENT,RUE DE SOUDROMONT,67,7180.0,SENEFFE,BEL,064/33.66.01,,,,BE0835.624.118,NEE,NEE,boekhouding,,,info@resto-augreduvent.be,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,2500.0,2023-03-02,MONS,,,1.0,HTT
2260.0,BUISSERET BERNARD,L'ETAL,CHAUSSEE DE BINCHE,215,7000.0,MONS,BEL,065/31.10.53,,,,BE0624.889.044,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,,,,,,,,,,
,,,,,,,,,,,,,NEE,NEE,boekhouding,,,poissonnerie.etal@skynet.be,,,06 POISSONERIE,,Klanten HTT,3000.0,2023-03-02,MONS,,,1.0,HTT
2262.0,YONG MEI CHEN,DYNASTY SPRL,CHAUSSEE DE CHARLEROI,206,5030.0,GEMBLOUX,BEL,,,,0473/68.88.89,BE0830.754.817,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,2023-03-06,Klanten HTT,500.0,2023-03-06,MONS,,,1.0,HTT
2264.0,VEWI,,RUE DES COUTURELLES,30,6230.0,PONT-A-CELLES,BEL,071/84.48.82,,,,BE0439.773.254,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,2024-06-13,Klanten HTT,3000.0,2023-03-07,MONS,,,1.0,HTT
2265.0,MAROIT-SANTONI,L'OCEAN POISSONNERIE SRL,ROUTE DE CHATELET,373,5621.0,MORIALME,BEL,,,,0497/38.34.42,BE0786.561.518,NEE,JA,boekhouding,,,l.ocean.aisemont@gmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,06 POISSONERIE,2024-02-07,Klanten HTT,0.0,2023-03-08,MONS,,,1.0,HTT
2267.0,LA FLAMME,,RUE CHABOTTEAU,2026-07-05 00:00:00,7080.0,FRAMERIE,BEL,065/66.06.25,,,0489/21.92.91,BE0439.908.559,NEE,NEE,boekhouding,,,salvatorelivolsi@icloud.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,1000.0,2023-03-14,MONS,,,1.0,HTT
2268.0,ART RESTO,,CHAUSSEE DE BRUXELLES,40,7061.0,CASTEAU,BEL,065/23.53.23,,,0495/72.27.78,BE0419.524.901,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,2026-01-06,Klanten HTT,1500.0,2023-03-14,MONS,,,1.0,HTT
2270.0,HALL 42 SRL,,Avenue des Nouvelles Technologies,41,7080.0,FRAMERIES,BEL,065/84.78.76,,,0472/39.40.36,BE0749.693.303,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,,,,,,,,,,
,,,,,,,,,,,,,NEE,JA,BOEKHOUDING,,,authentic.mons@gmail.com,,,09 HORECA,,Klanten HTT,1500.0,2023-03-17,MONS,,,1.0,HTT
2273.0,LA FERME DES 7 FONTAINES SPRL,,CHAUSSEE DE BRUXELLES,314,1410.0,WATERLOO,BEL,,,,0475/83.99.44,BE0861.325.257,NEE,NEE,boekhouding,,,compta@7fontaines.be,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,06 POISSONERIE,,Klanten HTT,0.0,2023-03-21,MONS,,,1.0,HTT
2275.0,ALTO AND CO,,RUE DU TRIEUX,29,7040.0,BLAREGNIES,BEL,065/35.36.42,,,,BE0787.356.423,NEE,NEE,boekhouding,,,lebellaciao@gmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,2026-01-05,Klanten HTT,3500.0,2023-03-21,MONS,,,1.0,HTT
2277.0,L'ANGELE SERVICE TRAITEUR,,IMPASSE DU PARC,25,5620.0,FLORENNES,BEL,,,,0488/28.37.77,BE0677.429.291,NEE,JA,boekhouding,,,traiteur.langele@gmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,1000.0,2023-03-23,MONS,,,1.0,HTT
2278.0,AU CAPRICE DES TEMPS,,RUE DU GRAND PERIL,108B25,7090.0,HENNUYERE,BEL,,,,0477/67.32.00,BE0631.937.677,NEE,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,06 POISSONERIE,,Klanten HTT,0.0,2023-03-23,MONS,,,1.0,HTT
2282.0,CHALLEE,,RUE DE LA CHAUSSEE,22,7000.0,MONS,BEL,,,,0487/25.60.10,BE0645.722.367,NEE,NEE,boekhouding,,,hanxiang1024@hotmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,500.0,2023-03-28,MONS,,,1.0,HTT
2284.0,INSTITUT NOTRE DAME ASBL,LE DELICE DU JOUR FLEURUS,RUE DE BRUXELLES,97,6220.0,FLEURUS,BEL,071/21.93.43,,,,,NEE,JA,boekhouding,,,ledelicedujour@gmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,500.0,2023-03-29,MONS,,,1.0,HTT
2286.0,REGGINA MONS,,RUE DE MONS,99,7011.0,MONS,BEL,,,,0478/94.46.81,BE0553.812.887,NEE,NEE,boekhouding,,, Filipponic@hotmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,500.0,2023-03-30,MONS,,,1.0,HTT
2292.0,CHEZ BABIS SASPJ,,RUE FRANCOIS DORZEE,75,7300.0,BOUSSU,BEL,,,,0496/23.73.97,BE0674.558.091,NEE,NEE,boekhouding,,,rokoslabis@gmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,1500.0,2023-04-03,MONS,,,1.0,HTT
2293.0,ITALIA NOSTRA,,RUE EMILE CARLIER,178,7321.0,BERNISSART,BEL,069/44.44.05,,,,BE0737.632.243,NEE,JA,boekhouding,,,ougrineadonia8@gmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,500.0,2023-04-03,MONS,,,1.0,HTT
2294.0,GGFB SPRL,LA PLACE 4,GRAND PLACE,4,1470.0,GENAPPE,BEL,067/83.08.06,,,,BE0673.589.279,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,,,,,,,,,,
,,,,,,,,,,,,,NEE,NEE,boekhouding,,,info@laplace4.com,,,09 HORECA,2026-01-03,Klanten HTT,2500.0,2023-04-04,MONS,,,1.0,HTT
2295.0,LES ROUTARDS DE MONS,RDM,AVENUE DES GUERITS,28,7000.0,MONS,BEL,,,,,BE0776.835.386,,,,,,,,,09 HORECA,,Klanten HTT,500.0,2023-04-04,MONS,,,1.0,HTT
2301.0,PAUL TRAITEUR,,RUE DE LADEUZE,1,7950.0,CHIEVRES,BEL,,,,0497/31.87.25,BE0797.681.280,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,500.0,2023-04-06,MONS,,,1.0,HTT
2302.0,CONGRES HOTEL VAN DER VALK MONS,,AVENUE MELINA MERCOURI,7,7000.0,MONS,BEL,,,,,BE0537.257.066,,,,,,,,,09 HORECA,,Klanten HTT,2500.0,2023-04-06,MONS,,,1.0,HTT
2303.0,LA ROMANA FILS,,RUE DE DOUVRAIN,26,7011.0,MONS,BEL,065/34.83.18,,,,BE0448.070.318,,,,,,,,,06 POISSONERIE,,Klanten HTT,0.0,2023-04-07,MONS,,,1.0,HTT
2304.0,CAFE DE LA LANTERNE,,RUE DE BRUXELLES,2026-03-01 00:00:00,1470.0,GENAPPE,BEL,067/84.02.61,,,,BE0633.518.480,NEE,NEE,boekhouding,,,info@cafedelalanterne.be,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,06 POISSONERIE,,Klanten HTT,0.0,2023-04-07,MONS,,,1.0,HTT
2306.0,FACTORY PIZZA,,RUE JEAN JAURES,41,59243.0,QUAROUBLE,FRA,,,,0471/27.00.04,FR56834265134,,,,,,,,,09 HORECA,,Klanten HTT,500.0,2023-04-12,MONS,,,1.0,HTT
2308.0,LE JONCQUOIS,,CHAUSSEE D'ENGHIEN,177,7060.0,SOIGNIES,BEL,067/34.06.20,,,,BE0786.723.448,NEE,NEE,boekhouding,,,nardelp@hotmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,2500.0,2023-04-14,MONS,,,1.0,HTT
2309.0,CORDIER FOOD GROUP,,ZONING FAUBOURG,,7170.0,MANAGE,BEL,064/52.20.20,,064/66.20.95,0498/92.81.82,BE0440.257.561,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,,,,,,,,,,
,,,,,,,,,,,,,NEE,NEE,boekhouding,,,invoice@cordor.be,,,05 VISHANDEL,2026-01-08,Wekelijks,4000.0,2023-04-18,MONS,,,1.0,HTT
2310.0,AUX COULEURS DU MONDE,,ROUTE D'ATH,490 A,7050.0,JURBISE,BEL,065/84.32.76,,,,BE0840.535.385,NEE,JA,boekhouding,,,traiteur.norys@gmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,500.0,2023-04-18,MONS,,,1.0,HTT
2311.0,JOSHUA DEPREZ,L'ANTRE DE METS,ROUTE DE MONS,763,7130.0,BRAY,BEL,,,,0493/13.95.96,BE0787.977.025,NEE,JA,boekhouding,,,info@lantredesmets.be,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,2023-04-25,Klanten HTT,500.0,2023-04-18,MONS,,,1.0,HTT
2312.0,MILFORT,,RUE DE BAUDOUR,2,7011.0,MONS,BEL,,,,0483/28.12.10,BE0673.634.910,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,2023-09-22,Klanten HTT,1500.0,2023-04-19,MONS,,,1.0,HTT
2313.0,SRL GHLV,CHEZ GINETTE,RUE DE NIVELLES,19A,1476.0,HOUTAIN-LE-VAL,BEL,067/21.09.00,,,,BE0869.994.384,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,,,,,,,,,,
,,,,,,,,,,,,,NEE,NEE,boekhouding,,,info@chezginette.be,,,06 POISSONERIE,2026-01-05,Klanten HTT,0.0,2023-04-21,MONS,,,1.0,HTT
2315.0,POISSONNERIE LE CORAIL,,RUE DE LA GENDARMERIE,2,1380.0,LASNE,BEL,,,,0473/71.67.07,BE0454.413.623,NEE,NEE,boekhouding,,,lecorail13@gmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,06 POISSONERIE,,Klanten HTT,0.0,2023-04-24,MONS,,,1.0,HTT
2316.0,VILLA CASTELLI,,PLACE COMMUNALE,6 BOITE A,6120.0,HAM-SUR-HEURE-NALINNES,BEL,,,,,BE0897.785.082,,,,,,,,,09 HORECA,2023-05-05,Klanten HTT,0.0,2023-04-26,MONS,,,1.0,HTT
2319.0,ISOLABELLA,,PLACE DU BEGUINAGE,13,7000.0,MONS,BEL,,,,0474/29.51.96,BE0800.896.039,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,,,,,,,,,,
,,,,,,,,,,,,,NEE,JA,boekhouding,,,aless.isolabella@gmail.com,,,09 HORECA,,Klanten HTT,1000.0,2023-05-02,MONS,,,1.0,HTT
2320.0,LA TABLE DU BOUCHER,,RUE D'HAVRE,49,7000.0,MONS,BEL,065/31.68.38,,,,BE0860.609.140,,,,,,,,,09 HORECA,2023-05-04,Klanten HTT,1000.0,2023-05-04,MONS,,,1.0,HTT
2332.0,KALL S.R.L.,VUE SUR MER,RUE DU BOIS D'HAVRE,23A,5100.0,JAMBES,BEL,081/31.32.18,,,0478/61.06.95,BE0687.622.211,NEE,NEE,boekhouding,,,vuesurmerjambes@hotmail.com,Facturatie,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,06 POISSONERIE,2026-01-05,Klanten HTT,0.0,2023-05-16,MONS,,,1.0,HTT
2333.0,DA MAXANTOINE,,RUE DES ALLIES,122 B,7080.0,FRAMERIES,BEL,065/56.70.28,,,,BE0648.672.058,NEE,JA,boekhouding,,,angelacordaro@icloud.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,2023-05-16,Klanten HTT,500.0,2023-05-16,MONS,,,1.0,HTT
2336.0,DANS LES VIGNES RESTAURANT,,GRAND ROUTE (QLG),58,7040.0,QUEVY,BEL,,,,0478/95.14.45,BE0784.996.452,NEE,NEE,boekhouding,,,invoices@chantdeole.be,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,06 POISSONERIE,2026-01-02,Klanten HTT,5000.0,2023-05-19,MONS,,,1.0,HTT
2340.0,PROVINCE DU HAINAUT,INSTITUT PROVINCIAL DES ARTS ET METIERS DU CENTRE,RUE DES ARCHERS,12,7130.0,BINCHE,BEL,064/31.02.47,,,,BE0207.656.610,NEE,NEE,boekhouding,,,factures.fournisseurs@hainaut.be,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,500.0,2023-05-24,MONS,,,1.0,HTT
2342.0,ENFAIM ELISE & PASCAL,,RUE PIERRE HENNEBERT,4,7030.0,ST-SYMPHORIEN,BEL,,,,0477/40.54.82,BE0677.883.708,NEE,JA,boekhouding,,,pascallavenne93@gmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,250.0,2023-05-31,MONS,,,1.0,HTT
2343.0,PASTA GIANNI,,RUE DE NIMY,6,7000.0,MONS,BEL,,,,,BE0689.628.824,NEE,NEE,boekhouding,,,pastagiannisrl@gmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,1000.0,2023-06-01,MONS,,,1.0,HTT
2344.0,EDWARD'S STREET FOOD,,ROUTE D'ATH,316,7011.0,MONS,BEL,,,,,BE0778.358.880,NEE,JA,boekhouding,,,edward.street.food@hotmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,2023-07-03,Klanten HTT,0.0,2023-06-02,MONS,,,1.0,HTT
2345.0,AU 101,,RUE GRANDE,101,7330.0,SAINT-GHISLAIN,BEL,,,,0497/45.21.41,BE0769.309.077,,,,,,,,,09 HORECA,,Klanten HTT,250.0,2023-06-05,MONS,,,1.0,HTT
2347.0,LA POISSONNERIE ROGER ET FILLE,,RUE PATENIER,65,5000.0,NAMUR,BEL,,,,0494/77.34.00,BE0753.766.610,NEE,JA,boekhouding,,,roger.morgan2802@gmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,06 POISSONERIE,2024-01-23,Klanten HTT,0.0,2023-06-09,MONS,,,1.0,HTT
2360.0,ELKDE,BARAMISS,RUE DES VIADUCS,100,7020.0,MONS,BEL,,,,0475/23.18.17,BE0793.254.221,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,500.0,2023-06-21,MONS,,,1.0,HTT
2361.0,MJS CONSULTING,,RIVE GAUCHE DU CANAL,15,7011.0,MONS,BEL,,,,0488 / 26 05 39,BE0500.612.050,,,,,,,,,09 HORECA,,Klanten HTT,250.0,2023-06-21,MONS,,,1.0,HTT
2362.0,TRAITEUR ML,,RUE DES HAUTS ARBRES,19G,7950.0,CHIEVRES,BEL,,,,0472/55.80.84,BE0839.955.662,,,,,,,,,09 HORECA,,Klanten HTT,500.0,2023-06-21,MONS,,,1.0,HTT
2363.0,CHEZ TOI,,RUE D'HAVRE,48,7000.0,MONS,BEL,0498/57.28.64,,,0492/17.73.21,BE0797.403.643,NEE,JA,boekhouding,,,a.picron@apetitescook.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,2024-10-31,Klanten HTT,250.0,2023-06-21,MONS,,,1.0,HTT
2374.0,MCQC EVENTS SRL,LES ECURIES MODERNES,ROUTE DE MONS,35,6560.0,MONTIGNIES ST CHRISTOPHE,BEL,,,,0485/40.43.27,BE0750.779.901,NEE,JA,boekhouding,,,lesecuriesmodernes@gmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,2023-12-18,Klanten HTT,0.0,2023-06-28,MONS,,,1.0,HTT
2381.0,FM HOTEL SRL,ORANGE HOTEL,RUE DE BIENNE,9,7120.0,ESTINNES,BEL,064/77.33.00,,,,BE0839.438.196,NEE,NEE,boekhouding,,,secretariat@framax.be,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,2500.0,2023-07-05,MONS,,,1.0,HTT
2382.0,COTES A COTES,,RUE D'ARMENTIERES,334,7783.0,COMINES-WARNETON,BEL,0033/62.17.86.58,,,,BE0839.914.684,NEE,NEE,BOEKHOUDING,,,desseinannesophie@gmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,2023-07-06,Klanten HTT,500.0,2023-07-05,MONS,,,1.0,HTT
2386.0,CORA S.A.,,RUE DE CAPILONE,10,6220.0,FLEURUS,BEL,,,,,BE0402.537.726,NEE,NEE,boekhouding,,,corabel.in@cora.oneamail.be,,,00 DELI VHA,2023-07-20,Wekelijks,0.0,2023-07-10,MONS,,,1.0,HTT
2387.0,NAPOLI ANGELO,ANGELFISH,RUE FRERE ORBAN,41,6020.0,CHARLEROI,BEL,,,,0491/32.38.14,BE0817.627.450,NEE,NEE,boekhouding,,,angelonapoli0311@gmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,05 VISHANDEL,2026-01-07,Klanten HTT,500.0,2023-07-12,MONS,,,1.0,HTT
2389.0,LE RELAIS DU CENTRE,,BOULEVARD DE LA TECHNICITE,30,7110.0,LA LOUVIERE,BEL,,,,0467/05.15.58,BE0454.683.243,NEE,NEE,boekhouding,,,facturerelais@gmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,500.0,2023-07-14,MONS,,,1.0,HTT
2396.0,WHITE HOUSE CONCEPT,,CHAUSSEE DE CHARLEROI,657,6220.0,FLEURUS,BEL,,,,0471/49.71.93,BE0772.877.786,,,,,,,,,09 HORECA,2023-07-24,Klanten HTT,500.0,2023-07-25,MONS,,,1.0,HTT
2401.0,POISSONNERIE OLIVIA ENTRE MERE & FILLE,PERUZZI SANDRINE,RUE DES JUIFS,61,7050.0,HERCHIES,BEL,,,,0497/41.64.61,BE0672.640.263,NEE,JA,boekhouding,,,poissonnerie.olivia@gmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,06 POISSONERIE,2024-03-15,Klanten HTT,0.0,2023-08-01,MONS,,,1.0,HTT
2409.0,ONSENFISH,,AVENUE JOSEPH ABRAS,113,5001.0,NAMUR,BEL,,,,0497/07.05.03,BE0776.605.853,NEE,NEE,boekhouding,,,onsenfish@outlook.be,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,2023-08-15,Klanten HTT,500.0,2023-08-11,MONS,,,1.0,HTT
2416.0,L'ATELIER PAN'AMORE,,MARCHE AUX HERBES,19,7000.0,MONS,BEL,,,,0493/71.20.21,BE0875.271.778,NEE,NEE,boekhouding,,,panamore.mons@gmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,500.0,2023-08-29,MONS,,,1.0,HTT
2417.0,GREENWITCHES,,RUE NEUVE,2,7000.0,MONS,BEL,,,,0468/45.98.57,BE0745.720.657,NEE,NEE,boekhouding,,,contact@greenwitches.be,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,250.0,2023-08-29,MONS,,,1.0,HTT
2418.0,OLIBO,,CHAUSSEE DE BINCHE,50 BOITE 6,7000.0,MONS,BEL,0499/48.61.11,,,0493/41.45.39,BE0788.643.751,NEE,JA,boekhouding,,,olibo2715@gmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,2023-11-04,Klanten HTT,0.0,2023-08-29,MONS,,,1.0,HTT
2419.0,LE JADIS - WAWRZYNIAK,,GRAND-PLACE,3,7900.0,LEUZE-EN-HAINAUT,BEL,069/22.81.34,,,0473/38.77.76,BE0837.692.196,NEE,NEE,boekhouding,,,Lejadis@hotmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,1500.0,2023-08-29,MONS,,,1.0,HTT
2421.0,L'ALIGHIERI,,AVENUE JOSEPH WAUTERS,145,7033.0,MONS,BEL,,,,0494/62.43.23,BE0673.898.887,NEE,NEE,boekhouding,,,auroralentini1974@gmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,500.0,2023-08-30,MONS,,,1.0,HTT
2423.0,BAGEL CITY,,RUE DE NIMY,87,7000.0,MONS,BEL,,,,0471/48.78.13,BE0789.851.303,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,,,,,,,,,,
,,,,,,,,,,,,,NEE,NEE,boekhouding,,, Bagelcity.contact@gmail.com,,,09 HORECA,2023-10-19,Klanten HTT,500.0,2023-08-31,MONS,,,1.0,HTT
2424.0,PIZZA ADREATICA,,CHAUSSEE DU ROEULX,385,7000.0,MONS,BEL,065/69.06.81,,,0484/08.95.15,BE0810.167.853,NEE,NEE,boekhouding,,,Hanouche.nas@gmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,2023-10-19,Klanten HTT,500.0,2023-09-01,MONS,,,1.0,HTT
2425.0,LA PORTE DU PRINCE,,RUE DE LA FRANCO BELGE,28,7100.0,LA LOUVIERE,BEL,,,,0496/50.15.91,BE0442.299.412,NEE,JA,boekhouding,,,kurtoglu-macit@hotmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,500.0,2023-09-01,MONS,,,1.0,HTT
2426.0,RESTAURANT TICHOUX ET FILS,,GRAND'ROUTE,491,1428.0,BRAINE-L'ALLEUD,BEL,,,,067/21.65.33,BE0862.181.134,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,2024-08-12,Klanten HTT,1000.0,2023-09-04,MONS,,,1.0,HTT
2427.0,LE LOUP DE MER,,RUE DU TEMPLE,25,7100.0,LA LOUVIERE,BEL,,,,0497/21.90.19,BE0736.480.715,NEE,NEE,BOEKHOUDING,,,rosariozammuto@hotmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,06 POISSONERIE,2024-12-20,Klanten HTT,0.0,2023-09-04,MONS,,,1.0,HTT
2428.0,LA CANTINE DE MARS,,RUE DES PASSAGES,1,7000.0,MONS,BEL,,,,0488/22.66.86,BE0720.920.331,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,2023-10-20,Klanten HTT,500.0,2023-09-04,MONS,,,1.0,HTT
2429.0,PIZZA REGAL,,RUE DE MONS,169/B,7011.0,MONS,BEL,065/64.40.44,,,,BE0787.763.328,NEE,JA,boekhouding,,,abou.salam@hotmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,2023-10-09,Klanten HTT,500.0,2023-09-04,MONS,,,1.0,HTT
